Datenum,Date,Poudre Inf Flow (%),Horsetooth Inf Flow (%),Washwater Return Inf Flow (%),Poudre Temp (C),Poudre pH,Poudre Turb (NTU),Poudre DO (mg/l),Horsetooth Temp (C),Horsetooth pH,Horsetooth Turb (NTU),Horsetooth DO (mg/L),Finished Water Temp (C),Finished Water pH,Finished Water Turb (NTU),Finished Water Alk (mg/L),Finished Water Cl2 Res (mg/L),Notes
20190529,29-May-2019,0.385,0.615,0,8.14,7.44,5.38,9.46,7.32,7.4,1.1,8.66,7.92,7.97,0.03,38.17,0.81,
20190530,30-May-2019,0.376,0.624,0,8.61,7.46,5.43,9.27,7.34,7.39,1.12,8.57,7.92,7.93,0.03,38.07,0.8,
20190531,31-May-2019,0.365,0.635,0,9.7,7.45,5.9,8.89,7.37,7.38,1.11,8.51,8.3,8.05,0.03,38.43,0.82,
20190601,01-Jun-2019,0.37,0.63,0,9.83,7.45,5.69,8.96,7.43,7.37,1.12,8.5,8.43,8.04,0.03,38.83,0.83,
20190602,02-Jun-2019,0.379,0.621,0,10.47,7.38,6.32,8.71,7.48,7.36,1.13,8.43,8.71,8.1,0.03,38.96,0.82,
20190603,03-Jun-2019,0.403,0.597,0,9.87,7.32,6.72,8.98,7.53,7.36,1.11,8.42,8.65,8.11,0.03,38.13,0.8,
20190604,04-Jun-2019,0.405,0.595,0,9.91,7.35,8.67,8.9,7.56,7.35,1.14,8.33,8.58,8.01,0.03,38.3,0.79,
20190605,05-Jun-2019,0.375,0.625,0,10.23,7.36,8.7,8.88,7.21,7.35,1.28,8.32,8.63,8.08,0.03,38.73,0.77,
20190606,06-Jun-2019,0.392,0.608,0,9.85,7.28,7.53,9.14,7.43,7.3,1.21,8.25,8.55,8.06,0.03,37.51,0.79,
20190607,07-Jun-2019,0.382,0.618,0,10.58,7.12,10.71,8.78,7.31,7.24,1.22,8.23,9,8.1,0.03,37.06,0.81,
20190608,08-Jun-2019,0.262,0.738,0,9.87,7.08,13.23,9,7.33,7.22,1.22,8.17,8.46,7.91,0.03,37.44,0.82,
20190609,09-Jun-2019,0.164,0.836,0,9.27,7.05,8.04,8.86,7.31,7.22,1.2,8.16,7.86,7.92,0.03,37.82,0.88,
20190610,10-Jun-2019,0.23,0.77,0,8.94,7.09,7.88,9.49,7.36,7.22,1.22,8.14,8.03,8.03,0.03,38.45,0.9,
20190611,11-Jun-2019,0.227,0.773,0,9.48,7.11,5.86,9.1,7.45,7.22,1.15,8.13,8.02,8.01,0.03,39.13,0.85,
20190612,12-Jun-2019,0.231,0.769,0,9.17,7.13,5.23,9.27,7.47,7.21,1.28,8.07,7.99,8.04,0.03,39.43,0.83,
20190613,13-Jun-2019,0.273,0.727,0,10.36,7.1,7.63,8.81,7.32,7.21,1.17,8.04,8.34,8.06,0.03,39.27,0.9,
20190614,14-Jun-2019,0.299,0.701,0,10.49,7.06,7.86,8.84,7.27,7.2,1.16,8,8.57,8.02,0.03,38.74,0.9,
20190615,15-Jun-2019,0.3,0.7,0,9.97,7.07,7.25,9.05,7.28,7.21,1.12,8.02,8.49,7.98,0.03,38.3,0.84,
20190616,16-Jun-2019,0.295,0.705,0,9.67,7.09,6.06,9.18,7.3,7.2,1.13,7.95,8.4,7.96,0.03,38.66,0.83,
20190617,17-Jun-2019,0.296,0.704,0,9.95,7.08,5.52,9.03,7.33,7.2,1.09,7.88,8.49,8.04,0.03,38.43,0.84,
20190618,18-Jun-2019,0.293,0.707,0,9.55,7.09,5.11,9.15,7.32,7.19,1.09,7.82,8.4,7.99,0.03,37.59,0.83,
20190619,19-Jun-2019,0.319,0.681,0,9.48,7.09,6.67,9.16,7.32,7.19,1.14,7.79,8.42,8.04,0.03,38.81,0.84,
20190620,20-Jun-2019,0.307,0.693,0,10.57,7.06,10.28,8.77,7.35,7.18,1.1,7.74,8.79,8.01,0.03,39.19,0.82,
20190621,21-Jun-2019,0.296,0.686,0.018,10.16,7.05,10.28,8.92,7.31,7.17,1.11,7.7,8.73,8.03,0.03,39.45,0.83,
20190622,22-Jun-2019,0.291,0.684,0.025,8.77,7.05,8.93,9.5,7.27,7.17,1.11,7.7,8.43,7.91,0.03,38.37,0.85,
20190623,23-Jun-2019,0.288,0.684,0.028,8.68,7.09,6.38,9.39,7.26,7.17,1.13,7.65,8.32,8.03,0.03,38.43,0.82,
20190624,24-Jun-2019,0.326,0.659,0.016,8.52,7.24,9.64,9.51,7.42,7.24,1.09,7.64,8.22,8.02,0.03,38.96,0.85,
20190625,25-Jun-2019,0.338,0.662,0,10.13,7.26,5.56,9.02,7.62,7.27,1.06,7.67,8.75,7.95,0.04,38.91,0.81,
20190626,26-Jun-2019,0.363,0.637,0,10.39,7.28,4.47,8.99,7.57,7.27,1.2,7.59,8.86,8.08,0.04,39.14,0.83,
20190627,27-Jun-2019,0.372,0.628,0,10.57,7.3,3.81,9.01,7.38,7.26,1.13,7.57,9.04,8.05,0.04,40.5,0.86,
20190628,28-Jun-2019,0.379,0.621,0,11.81,7.26,2.86,8.65,7.39,7.25,1.17,7.49,9.37,7.93,0.04,39.81,0.84,
20190629,29-Jun-2019,0.379,0.621,0,12.67,7.22,1.84,8.47,7.48,7.24,1.17,7.46,9.89,7.86,0.04,38.97,0.81,
20190630,30-Jun-2019,0.363,0.637,0,12.06,7.2,3.34,8.61,7.53,7.24,1.2,7.43,9.69,7.91,0.04,39.46,0.83,
20190701,01-Jul-2019,0.356,0.644,0,11.42,7.17,7.35,8.78,7.53,7.24,1.31,7.36,9.38,7.98,0.04,39.58,0.84,
20190702,02-Jul-2019,0.366,0.634,0,12.38,7.12,8.12,8.41,7.56,7.24,1.27,7.33,9.8,7.92,0.03,39.59,0.8,
20190703,03-Jul-2019,0.339,0.661,0,12.02,7.23,9.02,8.58,7.59,7.23,1.33,7.28,9.54,7.88,0.03,39.11,0.84,
20190704,04-Jul-2019,0.334,0.666,0,12.53,7.26,6.24,8.44,7.62,7.23,1.35,7.23,9.63,7.94,0.03,40.34,0.83,
20190705,05-Jul-2019,0.367,0.633,0,12.73,7.29,4.53,8.45,7.81,7.23,1.34,7.2,9.95,7.92,0.03,39.88,0.82,
20190706,06-Jul-2019,0.383,0.617,0,12.87,7.3,3.61,8.4,7.9,7.23,1.28,7.17,10.15,7.8,0.03,39.34,0.8,
20190707,07-Jul-2019,0.372,0.628,0,12.74,7.35,4.37,8.4,7.92,7.23,1.3,7.14,9.93,,0.03,39.23,0.85,
20190708,08-Jul-2019,0.396,0.604,0,12.33,7.36,4.39,8.6,7.95,7.22,1.29,7.11,9.99,7.79,0.03,39.2,0.87,
20190709,09-Jul-2019,0.395,0.605,0,12.27,7.4,3.59,8.45,7.84,7.21,1.33,7.07,10,7.77,0.03,37.91,0.81,
20190710,10-Jul-2019,0.403,0.597,0,12.98,7.4,3.57,8.51,7.75,7.21,1.28,7.04,10.91,7.76,0.03,38.28,0.83,
20190711,11-Jul-2019,0.395,0.605,0,14.09,7.33,3.61,8.31,7.88,7.11,1.28,7.01,10.39,7.97,0.03,38.14,0.86,
20190712,12-Jul-2019,0.395,0.605,0,13.92,7.24,3.57,8.25,7.8,6.97,1.29,6.95,10.55,7.9,0.03,37.75,0.83,
20190713,13-Jul-2019,0.394,0.606,0,13.37,7.25,3.62,8.23,7.8,6.95,1.29,6.9,10.23,8.03,0.03,38.97,0.82,
20190714,14-Jul-2019,0.397,0.603,0,13.59,7.24,3.4,5.66,7.84,6.95,1.31,6.87,10.41,7.95,0.03,38.88,0.82,
20190715,15-Jul-2019,0.4,0.6,0,13.89,7.23,2.55,6.88,7.88,6.96,1.25,6.85,10.53,8.04,0.03,39.35,0.83,
20190716,16-Jul-2019,0.34,0.66,0,13.19,7.22,1.73,8.03,7.94,6.96,1.22,6.8,10.17,8.01,0.03,38.93,0.79,
20190717,17-Jul-2019,0.392,0.608,0,14.31,7.23,2.64,8.09,7.97,6.95,1.16,6.73,10.64,8.04,0.03,39.33,0.81,
20190718,18-Jul-2019,0.401,0.599,0,14.47,7.26,1.57,8.05,7.93,6.95,1.14,6.76,10.68,7.98,0.03,38.91,0.82,
20190719,19-Jul-2019,0.379,0.621,0,14.84,7.22,2.24,8,7.96,6.94,1.24,6.7,10.79,8.08,0.03,37.6,0.83,
20190720,20-Jul-2019,0.383,0.617,0,15.18,7.19,2.22,7.9,7.97,6.94,1.16,6.66,10.99,7.86,0.03,,0.86,
20190721,21-Jul-2019,0.444,0.556,0,14.62,7.19,2.28,8,7.98,6.94,1.16,6.63,11.16,7.99,0.03,,0.85,
20190722,22-Jul-2019,0.505,0.495,0,14.58,7.27,1.65,8.11,8,7.09,1.12,6.58,11.42,7.94,0.03,39.2,0.86,
20190723,23-Jul-2019,0.514,0.486,0,14.81,7.28,1.44,8.03,7.99,7.14,1.11,6.52,11.8,7.94,0.03,39.39,0.83,
20190724,24-Jul-2019,0.465,0.535,0,15.3,7.28,1.83,7.63,8.03,7.13,1.13,6.49,11.88,7.93,0.03,38.48,0.83,
20190725,25-Jul-2019,0.433,0.567,0,15.16,7.25,1.54,6.89,8.03,7.13,1.11,6.48,11.48,8.1,0.03,39.02,0.8,
20190726,26-Jul-2019,0.44,0.56,0,14.99,7.25,1.64,6.8,8.01,7.13,1.15,6.4,11.44,8.03,0.03,40.84,0.83,
20190727,27-Jul-2019,0.441,0.559,0,14.11,7.26,1.77,5.26,8.03,7.12,1.19,6.35,11.11,8,0.04,40.91,0.82,
20190728,28-Jul-2019,0.416,0.584,0,14.47,7.22,1.67,4.59,8.03,7.12,1.24,6.33,11.01,8.07,0.03,41.38,0.82,
20190729,29-Jul-2019,0.441,0.559,0,15.24,7.24,1.47,5.98,8.16,7.13,1.27,6.28,11.4,8.07,0.03,41.29,0.82,
20190730,30-Jul-2019,0.343,0.657,0,15.3,7.24,1.8,7.65,8.42,7.12,1.2,6.24,11.1,7.87,0.03,41,0.84,
20190731,31-Jul-2019,0.302,0.698,0,14.68,7.24,2.01,7.83,8.5,7.12,1.25,6.2,10.32,7.97,0.03,40.78,0.86,
20190801,01-Aug-2019,0.302,0.698,0,14.94,7.24,2.08,7.85,8.45,7.13,1.26,6.18,10.46,7.95,0.03,41.56,0.82,
20190802,02-Aug-2019,0.303,0.697,0,14.58,7.26,1.93,7.92,8.35,7.12,1.31,6.14,10.32,7.98,0.03,41.19,0.83,
20190803,03-Aug-2019,0.297,0.703,0,15.1,7.25,2.21,7.75,8.36,7.12,1.4,6.09,10.42,7.99,0.04,40.99,0.85,
20190804,04-Aug-2019,0.299,0.701,0,16.09,7.25,1.99,7.39,8.41,7.11,1.5,6,10.7,7.89,0.04,40.96,0.83,
20190805,05-Aug-2019,0.299,0.701,0,15.37,7.27,2.02,7.83,8.36,7.11,1.72,5.96,10.57,8.04,0.04,40.54,0.82,
20190806,06-Aug-2019,0.298,0.702,0,15.55,7.28,2,7.83,8.39,7.1,1.68,5.9,10.63,8.01,0.04,40.17,0.81,
20190807,07-Aug-2019,0.314,0.686,0,15.78,7.26,1.87,7.76,8.42,7.1,1.75,5.87,10.8,8.03,0.04,40.03,0.78,
20190808,08-Aug-2019,0.35,0.65,0,15.91,7.26,1.86,7.73,8.43,7.1,1.9,5.8,11.17,8.04,0.04,39.76,0.8,
20190809,09-Aug-2019,0.343,0.657,0,15.67,7.28,2,7.94,8.41,7.1,2.04,5.74,11.04,7.99,0.04,39.63,0.86,
20190810,10-Aug-2019,0.346,0.654,0,16.65,7.25,1.9,7.16,8.45,7.1,1.85,5.79,11.47,7.99,0.04,39.81,0.83,
20190811,11-Aug-2019,0.346,0.654,0,15.67,7.27,1.55,7.82,8.41,7.09,2.23,5.62,11.14,7.99,0.04,40.7,0.81,
20190812,12-Aug-2019,0.346,0.654,0,14.53,7.32,1.98,8.38,8.43,7.09,2.23,5.61,10.77,8.03,0.04,39.82,0.84,
20190813,13-Aug-2019,0.341,0.659,0,15.46,7.29,1.62,8.11,8.47,7.08,2.25,5.56,10.95,7.99,0.04,40.15,0.83,
20190814,14-Aug-2019,0.348,0.652,0,15.88,7.29,1.67,8.04,8.49,7.08,2.18,5.54,11.17,7.96,0.04,39.73,0.82,
20190815,15-Aug-2019,0.264,0.736,0,15.28,7.27,1.7,7.78,8.5,7.08,2.2,5.51,10.64,7.9,0.04,39.5,0.82,
20190816,16-Aug-2019,0.424,0.576,0,16.09,7.31,1.93,8.11,8.53,7.08,2.18,5.45,11.66,7.97,0.04,39.55,0.82,
20190817,17-Aug-2019,0.491,0.509,0,15.18,7.35,1.51,8.43,8.55,7.07,2.24,5.4,12.26,7.85,0.04,39.29,0.8,
20190818,18-Aug-2019,0.493,0.507,0,15.06,7.34,1.45,8.49,8.54,7.07,2.38,5.29,12.04,7.91,0.04,39.34,0.83,
20190819,19-Aug-2019,0.531,0.469,0,15.91,7.3,1.7,8.37,8.72,7.04,2.37,5.24,12.63,7.9,0.04,39.48,0.86,
20190820,20-Aug-2019,0.542,0.458,0,16.42,7.23,1.51,8.31,8.63,7,2.35,5.2,13.22,7.94,0.04,39.39,0.82,
20190821,21-Aug-2019,0.544,0.456,0,16.95,7.22,1.39,8.21,8.66,7,2.47,5.12,13.5,7.92,0.04,38.99,0.81,
20190822,22-Aug-2019,0.549,0.451,0,16.82,7.25,1.36,8.24,8.66,7,2.37,5.14,13.54,8,0.04,39.31,0.84,
20190823,23-Aug-2019,0.54,0.46,0,16.07,7.24,1.33,8.49,8.64,6.99,2.63,5.04,13.22,7.97,0.04,38.46,0.85,
20190824,24-Aug-2019,0.545,0.455,0,15.47,7.26,1.33,8.69,8.67,7,2.59,5.02,12.78,8.08,0.04,38.9,0.83,
20190825,25-Aug-2019,0.545,0.455,0,15.54,7.25,1.32,8.68,8.71,6.99,2.68,4.95,12.81,8.13,0.04,39.82,0.82,
20190826,26-Aug-2019,0.549,0.451,0,16.43,7.31,1.39,8.49,8.98,7.06,2.64,4.92,13.24,8.04,0.04,39.92,0.83,
20190827,27-Aug-2019,0.548,0.452,0,15.94,7.33,1.4,8.71,9.04,7.09,2.73,4.83,13.16,8.01,0.03,39.75,0.83,
20190828,28-Aug-2019,0.545,0.455,0,15.53,7.33,1.4,8.87,9.07,7.09,2.61,4.84,12.89,8.08,0.03,38.82,0.86,
20190829,29-Aug-2019,0.546,0.454,0,15.47,7.39,1.35,8.93,9.1,7.09,2.74,4.75,12.85,8.09,0.03,40.6,0.82,
20190830,30-Aug-2019,0.547,0.453,0,15.76,7.34,1.34,8.9,9.45,7.09,2.66,4.67,12.94,8.18,0.03,40.27,0.82,
20190831,31-Aug-2019,0.563,0.437,0,16.21,7.33,1.4,8.86,9.67,7.09,2.93,4.59,13.27,8.29,0.03,40.67,0.81,
20190901,01-Sep-2019,0.613,0.387,0,16.19,7.32,1.47,8.94,9.67,7.09,3,4.58,13.67,8.11,0.03,40.68,0.81,
20190902,02-Sep-2019,0.574,0.426,0,16.73,7.32,1.44,8.88,9.32,7.08,3.17,4.54,13.85,7.96,0.03,40.33,0.83,
20190903,03-Sep-2019,0.562,0.438,0,16.91,7.37,1.36,8.41,9.33,7.07,3.28,4.47,13.54,8.02,0.03,40.4,0.84,
20190904,04-Sep-2019,0.605,0.395,0,17.45,7.38,1.39,7.63,9.28,7.07,3.53,4.41,14.27,8.01,0.03,40.26,0.83,
20190905,05-Sep-2019,0.601,0.399,0,17.25,7.36,1.27,7.76,9.21,7.07,3.14,4.43,14.29,8.03,0.03,40.44,0.88,
20190906,06-Sep-2019,0.629,0.371,0,16.75,7.36,1.22,7.93,9.24,7.07,3.07,4.37,14.17,8,0.03,39.49,0.85,
20190907,07-Sep-2019,0.656,0.344,0,16.56,7.37,1.51,8,9.25,7.07,3.25,4.28,14.21,8.09,0.03,39.14,0.83,
20190908,08-Sep-2019,0.72,0.28,0,15.71,7.38,1.46,8.23,9.27,7.07,3.3,4.22,14.37,7.99,0.03,39.26,0.81,
20190909,09-Sep-2019,0.666,0.334,0,15.07,7.37,1.35,8.35,9.25,7.06,3.52,4.12,13.91,8.08,0.03,40.39,0.81,
20190910,10-Sep-2019,0.684,0.316,0,15.75,7.35,1.55,8.25,9.43,6.99,3.61,4.04,13.69,7.93,0.03,38.13,0.83,
20190911,11-Sep-2019,0.622,0.378,0,15.26,7.35,1.37,8.3,9.27,6.95,3.81,3.96,13.54,8,0.03,38.72,0.84,
20190912,12-Sep-2019,0.542,0.458,0,13.13,7.36,1.2,8.58,9.29,6.96,3.44,4,11.92,8.03,0.03,39.49,0.83,
20190913,13-Sep-2019,0.497,0.503,0,13.56,7.37,1.23,8.62,9.32,6.95,3.49,3.92,11.4,8.01,0.03,38.54,0.84,
20190914,14-Sep-2019,0.616,0.384,0,13.64,7.39,1.21,9.03,9.31,6.95,3.25,3.89,12.07,8.01,0.03,36.62,0.83,
20190915,15-Sep-2019,0.614,0.386,0,14.15,7.39,1.16,8.94,9.33,6.95,3.32,3.77,12.48,8.04,0.03,37.33,0.82,
20190916,16-Sep-2019,0.566,0.434,0,14.76,7.42,1.05,8.74,9.37,6.94,3.14,3.73,12.53,7.96,0.03,38.53,0.82,
20190917,17-Sep-2019,0.582,0.418,0,14.89,7.39,0.96,8.72,9.37,6.94,3,3.66,12.7,8.02,0.03,38.06,0.82,
20190918,18-Sep-2019,0.568,0.432,0,14.5,7.41,0.9,8.91,9.38,6.94,2.88,3.62,12.54,7.97,0.03,37,0.84,
20190919,19-Sep-2019,0.578,0.422,0,13.67,7.44,0.79,9.23,9.42,6.94,2.78,3.55,12.03,8.09,0.03,38.36,0.85,
20190920,20-Sep-2019,0.594,0.406,0,14.49,7.43,0.78,8.97,9.44,6.94,2.69,3.49,12.54,7.97,0.03,37.54,0.86,
20190921,21-Sep-2019,0.584,0.416,0,13.18,7.45,0.76,9.47,9.45,6.94,2.64,3.38,12.13,7.9,0.03,37.41,0.85,
20190922,22-Sep-2019,0.584,0.416,0,12.27,7.46,0.73,9.9,9.43,6.94,2.6,3.31,11.41,7.96,0.03,37.59,0.85,
20190923,23-Sep-2019,0.603,0.397,0,12.11,7.49,0.73,10.07,9.47,6.94,2.49,3.26,11.3,8.05,0.03,39.1,0.85,
20190924,24-Sep-2019,0.566,0.434,0,12.14,7.48,0.71,10.12,9.49,6.93,2.46,3.18,11.23,7.9,0.03,38.06,0.85,
20190925,25-Sep-2019,0.517,0.483,0,13.22,7.47,0.66,9.15,9.5,6.93,2.45,3.11,11.31,7.99,0.03,37.52,0.86,
20190926,26-Sep-2019,0.6,0.4,0,13.13,7.5,0.71,9.02,9.54,6.93,2.35,3.1,11.88,7.98,0.03,38.29,0.85,
20190927,27-Sep-2019,0.587,0.413,0,13.31,7.5,0.69,8.93,9.51,6.93,2.39,3.03,12.02,8.03,0.03,39.51,0.85,
20190928,28-Sep-2019,0.592,0.408,0,12.41,7.48,0.68,9.21,9.5,6.93,2.38,2.91,11.8,8.06,0.03,40.13,0.84,
20190929,29-Sep-2019,0.591,0.409,0,12.49,7.52,0.71,9.3,9.51,6.92,2.39,2.86,11.28,7.93,0.03,40.27,0.86,
20190930,30-Sep-2019,0.59,0.41,0,12.68,7.5,0.64,9.29,9.52,6.92,2.39,2.83,11.88,7.93,0.03,39.72,0.87,
20191001,01-Oct-2019,0.586,0.414,0,11.94,7.54,0.82,9.54,9.5,6.92,2.42,2.72,11.67,7.89,0.03,37.98,0.79,
20191002,02-Oct-2019,0.54,0.46,0,10.7,7.52,0.66,10.06,9.46,6.92,2.47,2.64,10.89,8,0.03,39.6,0.83,
20191003,03-Oct-2019,0.55,0.45,0,10.27,7.59,0.65,10.38,9.44,6.92,2.48,2.61,10.28,7.95,0.03,40.19,0.88,
20191004,04-Oct-2019,0.595,0.405,0,10.39,7.61,0.55,10.32,9.47,6.92,2.61,2.56,10.63,7.98,0.03,39.47,0.84,
20191005,05-Oct-2019,0.581,0.419,0,9.51,7.62,0.56,10.7,9.59,6.92,2.51,2.63,10.24,7.94,0.03,39.71,0.82,
20191006,06-Oct-2019,0.529,0.471,0,9.17,7.62,0.47,10.92,9.65,6.92,2.44,2.61,9.97,7.94,0.03,40.07,0.84,
20191007,07-Oct-2019,0.587,0.413,0,8.49,7.65,0.51,11.06,9.41,6.92,2.42,2.55,9.31,8.04,0.03,39.71,0.84,
20191008,08-Oct-2019,0.586,0.414,0,7.84,7.66,0.46,10.98,9.32,6.92,2.36,2.46,8.88,7.91,0.03,39.27,0.81,
20191009,09-Oct-2019,0.836,0.137,0.027,8.15,7.68,0.49,10.88,9.82,6.89,2.45,3.73,8.52,7.96,0.03,39.09,0.8,
20191010,10-Oct-2019,0.968,0,0.032,6.56,7.66,0.64,11.57,,,,,7.9,8,0.03,39.9,0.83,
20191011,11-Oct-2019,0.488,0.507,0.005,5.27,7.67,0.57,12.08,9.27,6.93,2.88,2.21,7.56,7.88,0.03,38.47,0.85,
20191012,12-Oct-2019,0,1,0,,,,,9.23,6.92,2.77,2.19,9.13,8.14,0.03,36.55,0.79,
20191013,13-Oct-2019,0.209,0.791,0,8.17,7.52,1.04,14.57,9.16,6.92,2.85,2.06,9.13,8.08,0.03,37.83,0.75,
20191014,14-Oct-2019,0.272,0.728,0,6.74,7.59,0.98,13.62,9.18,6.92,2.85,2.53,8.82,8.03,0.03,40.17,0.76,
20191015,15-Oct-2019,0.279,0.721,0,6.98,7.58,0.71,11.36,9.17,6.92,2.97,2.84,8.81,8.03,0.03,40.47,0.8,
20191016,16-Oct-2019,0.269,0.731,0,7.01,7.6,0.48,11.13,9.2,6.92,3.13,2.69,8.76,8.02,0.03,40.08,0.82,
20191017,17-Oct-2019,0.278,0.722,0,6.74,7.63,0.55,11.04,9.2,6.92,3.19,2.58,8.7,7.96,0.03,40.15,0.84,
20191018,18-Oct-2019,0.281,0.719,0,7.02,7.64,0.69,10.64,9.21,6.92,3.29,2.48,8.75,8.01,0.03,40.31,0.85,
20191019,19-Oct-2019,0.276,0.724,0,7.03,7.63,0.48,10.65,9.23,6.92,3.39,2.43,8.77,8.03,0.03,40.99,0.82,
20191020,20-Oct-2019,0.285,0.715,0,6.62,7.62,0.48,10.81,9.33,6.92,3.23,2.53,8.75,8.02,0.03,41.18,0.82,
20191021,21-Oct-2019,0.375,0.625,0,4.78,7.67,0.64,11.74,9.64,6.91,3.07,2.51,7.95,8.03,0.03,39.5,0.82,
20191022,22-Oct-2019,0.359,0.641,0,4.97,7.69,0.46,11.79,9.78,6.91,2.99,2.44,7.92,8.06,0.03,38.31,0.79,
20191023,23-Oct-2019,0.379,0.621,0,5.8,7.66,0.47,11.4,9.85,6.92,2.95,2.4,8.12,7.97,0.03,37.26,0.83,
20191024,24-Oct-2019,0.395,0.605,0,5.72,7.69,0.61,11.7,9.81,6.91,3.15,2.22,8,8.02,0.03,38.19,0.85,
20191025,25-Oct-2019,0.422,0.578,0,4.72,7.72,0.58,12.37,9.81,6.91,3.18,2.11,7.84,8,0.03,38.34,0.82,
20191026,26-Oct-2019,0.43,0.57,0,5.05,7.7,0.81,11.91,9.82,6.91,3.39,1.97,7.59,7.98,0.03,39.18,0.8,
20191027,27-Oct-2019,0.438,0.562,0,5.39,7.67,0.92,11.71,9.81,6.91,3.51,1.84,7.77,7.96,0.03,39.24,0.78,
20191028,28-Oct-2019,0.175,0.825,0,4.81,7.68,0.75,12.49,9.78,6.91,3.58,1.92,8.72,7.92,0.03,39.96,0.77,
20191029,29-Oct-2019,0.372,0.628,0,3.42,7.7,0.86,12.48,9.73,6.9,3.68,1.76,7.86,7.98,0.03,39.15,0.77,
20191030,30-Oct-2019,0.394,0.606,0,2.77,7.75,1.26,11.84,9.92,6.98,3.36,3.52,7.28,7.9,0.03,39.03,0.82,
20191031,31-Oct-2019,0.284,0.716,0,2.71,7.76,1.19,11.93,10.29,7.15,2.82,6.93,7.88,8.11,0.03,38.77,0.89,
20191101,01-Nov-2019,0.235,0.765,0,3.1,7.75,0.78,11.85,10.45,7.36,2.38,9.32,8.96,8.03,0.03,38.96,0.93,
20191102,02-Nov-2019,0.254,0.746,0,2.85,7.77,0.62,12.13,10.43,7.43,2.33,9.84,8.75,7.92,0.03,39.32,0.84,
20191103,03-Nov-2019,0.257,0.743,0,2.62,7.78,0.53,12.32,10.36,7.47,2.31,10.1,8.66,7.94,0.03,39.56,0.82,
20191104,04-Nov-2019,0.267,0.733,0,2.55,7.79,0.46,12.42,10.33,7.49,2.31,10.21,8.48,7.98,0.03,40.2,0.82,
20191105,05-Nov-2019,0.311,0.689,0,2.46,7.8,0.5,12.4,10.28,7.5,2.31,10.31,8.39,7.94,0.03,39.95,0.82,
20191106,06-Nov-2019,0.391,0.609,0,1.92,7.81,0.92,12.43,10.25,7.49,2.36,10.27,7.2,7.94,0.03,39.77,0.79,
20191107,07-Nov-2019,0.324,0.676,0,2.6,7.8,0.5,12.67,10.21,7.52,2.25,10.48,7.92,8.01,0.03,40.43,0.84,
20191108,08-Nov-2019,0.339,0.661,0,2.74,7.8,0.41,12.98,10.09,7.56,2.09,10.73,7.92,7.96,0.03,40.03,0.87,
20191109,09-Nov-2019,0.322,0.678,0,3.11,7.8,0.4,12.86,9.99,7.57,2.11,10.74,7.97,7.93,0.03,40.01,0.9,
20191110,10-Nov-2019,0.333,0.667,0,3.98,7.78,0.4,12.56,9.93,7.54,2.25,10.55,8.14,7.9,0.03,40.11,0.89,
20191111,11-Nov-2019,0.34,0.66,0,3.9,7.79,0.38,12.97,9.89,7.56,2.25,10.71,8.18,7.92,0.03,39.78,0.85,
20191112,12-Nov-2019,0.276,0.724,0,2.25,7.74,0.38,13.26,9.7,7.59,2.27,9.9,7.89,7.95,0.03,39.82,0.83,
20191113,13-Nov-2019,0.271,0.729,0,2.01,7.64,0.36,12.07,9.56,7.59,2.17,8.64,7.89,7.77,0.03,38.73,0.79,
20191114,14-Nov-2019,0.364,0.636,0,2.43,7.64,0.44,11.96,9.52,7.57,2.23,8.57,7.46,7.95,0.03,39.03,0.81,
20191115,15-Nov-2019,0.446,0.554,0,2.6,7.63,0.44,12.09,9.5,7.57,2.25,8.61,6.88,8.02,0.03,39.47,0.84,
20191116,16-Nov-2019,0.494,0.506,0,3.03,7.64,0.42,11.99,9.47,7.56,2.3,8.56,6.68,7.98,0.03,40.38,0.83,
20191117,17-Nov-2019,0.608,0.392,0,3.35,7.65,0.47,12.17,9.42,7.59,2.23,8.71,6.46,7.99,0.03,40.63,0.81,
20191118,18-Nov-2019,0.629,0.371,0,3.58,7.65,0.42,12.18,9.18,7.61,2.28,8.82,5.97,8,0.03,40.25,0.81,
20191119,19-Nov-2019,0.591,0.409,0,3.92,7.64,0.38,12.33,9.1,7.61,2.22,8.76,6.72,7.92,0.03,40.09,0.87,
20191120,20-Nov-2019,0.601,0.399,0,3.62,7.64,0.37,12.63,9.03,7.61,2.4,8.8,6.33,7.89,0.03,39.88,0.89,
20191121,21-Nov-2019,0.582,0.418,0,3.37,7.64,0.38,13.14,8.91,7.62,2.25,8.84,6.36,7.97,0.03,40.29,0.86,
20191122,22-Nov-2019,0.566,0.434,0,1.8,7.69,0.37,14.23,8.76,7.64,2.23,8.93,5.46,7.89,0.03,39.41,0.86,
20191123,23-Nov-2019,0.566,0.434,0,1.36,7.71,0.37,14.59,8.61,7.64,2.14,8.97,5.06,7.86,0.04,39.28,0.88,
20191124,24-Nov-2019,0.528,0.472,0,1.34,7.73,0.36,14.77,8.49,7.67,2.21,9.06,5.15,7.94,0.04,39.35,0.87,
20191125,25-Nov-2019,0.477,0.523,0,2.01,7.71,0.42,12.96,8.51,7.51,2.11,9.14,5.57,7.98,0.04,38.47,0.85,
20191126,26-Nov-2019,0.513,0.487,0,1.47,7.66,1.09,11.03,8.1,7.53,2.23,9.15,5.19,7.87,0.04,38.68,0.81,
